customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PaperlessBilling,Charges.Monthly,Charges.Total,PhoneService_No,PhoneService_Yes,MultipleLines_No,MultipleLines_No phone service,MultipleLines_Yes,InternetService_DSL,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_Month-to-month,Contract_One year,Contract_Two year,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Cuentas_Diarias
2408-PSJVE,0,0,0,1,1,44,1,61.9,2924.05,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,2.03
2408-TZMJL,1,0,0,1,0,59,1,110.15,6448.05,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,3.62
2408-WITXK,1,1,1,0,0,10,1,34.7,329.8,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,1.14
2410-CIYFZ,0,0,0,0,1,2,0,20.4,42.9,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.67
2418-TPEUN,0,1,0,1,1,56,1,19.8,1119.9,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.65
2419-FSORS,0,0,0,1,0,72,1,108.4,7719.5,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,3.56
2424-WVHPL,0,0,1,0,0,1,0,74.7,74.7,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,2.45
2428-HYUNX,0,0,1,1,0,44,1,19.35,847.25,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.64
2428-ZMCTB,0,0,0,0,0,10,0,19.75,208.25,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,0.65
2429-AYKKO,0,0,0,0,0,72,0,19.85,1434.1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,0.65
2430-RRYUW,0,0,0,0,0,66,1,54.8,3465.7,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,True,1.8
2430-USGXP,1,0,0,1,0,24,1,101.05,2391.8,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.32
2432-TFSMK,0,0,0,0,0,18,1,89.6,1633.0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,2.94
2433-KMEAS,1,0,0,0,0,22,1,54.45,1127.35,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1.79
2434-EEVDB,0,1,0,1,0,64,1,94.6,5948.7,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,3.11
2436-QBZFP,0,1,0,1,1,22,0,39.2,849.9,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,1.29
2439-LYPMQ,0,0,1,1,0,38,1,102.6,4009.2,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.37
2439-QKJUL,0,0,0,0,0,5,0,20.25,109.8,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.67
2446-BEGGB,1,1,1,0,0,6,1,98.25,560.6,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.23
2446-PLQVO,1,0,0,0,0,1,1,70.3,70.3,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.31
2446-ZKVAF,0,0,0,1,0,18,0,56.8,1074.65,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1.87
2450-ZKEED,0,1,0,0,0,11,0,53.8,651.55,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,1.77
2451-YMUXS,0,0,1,0,0,67,1,64.55,4250.1,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,2.12
2452-KDRRH,0,0,1,0,0,67,1,101.4,6841.05,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,3.33
2452-MRMZF,0,1,1,1,0,72,1,25.7,1937.4,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.84
2452-SNHFZ,0,1,0,0,0,47,0,75.45,3545.1,False,True,True,False,False,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,2.48
2453-SAFNS,0,1,1,0,0,54,0,72.1,3886.05,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,2.37
2454-RPBRZ,1,1,1,1,0,12,1,98.1,1060.2,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,3.22
2455-USLMV,0,1,0,0,0,31,1,84.75,2613.4,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,2.78
2458-EOMRE,0,1,0,0,0,11,0,64.05,733.95,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,2.1
2460-FPSYH,1,1,1,0,0,40,1,55.8,2109.35,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,1.83
2460-NGXBJ,0,0,1,1,1,11,1,75.2,775.3,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,2.47
2462-XIIJB,1,0,0,0,0,5,1,92.5,452.7,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,3.04
2465-BLLEU,0,0,0,0,0,1,1,19.75,19.75,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.65
2466-FCCPT,0,1,0,1,1,20,0,19.7,395.6,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0.65
2466-NEJOJ,0,0,0,1,1,8,0,19.65,169.75,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,0.65
2468-SJFLM,0,0,0,0,0,1,1,74.3,74.3,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,False,True,2.44
2469-DTSGX,0,1,1,0,0,72,0,111.65,7943.45,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,3.67
2472-OVKUP,1,0,0,1,0,6,1,91.0,531.0,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,2.99
2474-BRUCM,1,0,1,1,0,40,0,101.85,4086.3,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.35
2474-LCNUE,0,1,0,1,0,23,1,73.65,1642.75,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,False,2.42
2475-MROZF,0,0,0,0,0,30,1,95.0,2852.4,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,3.12
2476-YGEFM,0,1,0,0,0,29,1,76.0,2215.25,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,2.5
2478-EEWWM,0,0,0,1,0,59,1,44.3,2666.75,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,1.46
2479-BRAMR,1,0,1,1,0,41,1,83.75,3273.55,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,2.75
2480-EJWYP,0,1,1,1,0,58,1,97.8,5458.8,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,False,3.21
2480-JZOSN,0,1,0,1,0,1,1,20.65,20.65,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.68
2480-SQIOB,0,0,0,1,1,4,0,44.8,169.65,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1.47
2481-SBOYW,0,1,0,0,1,61,1,25.0,1498.35,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.82
2482-CZGBB,1,0,0,0,0,10,1,70.0,740.0,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.3
2483-XSSMZ,0,1,0,0,0,39,1,47.85,1886.4,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,1.57
2484-DGXPZ,1,1,0,1,1,31,1,19.55,658.95,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.64
2485-ITVKB,1,1,0,1,0,2,1,35.1,68.75,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,1.15
2486-WYVVE,0,0,0,1,0,31,1,79.3,2484.0,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,True,2.61
2495-INZWQ,1,0,0,0,0,4,1,44.55,174.3,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,1.46
2495-KZNFB,0,1,0,0,0,33,1,90.65,2989.6,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,2.98
2495-TTHBQ,0,1,0,0,1,4,1,20.4,84.75,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,0.67
2498-XLDZR,0,1,0,1,1,32,0,73.6,2316.85,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,True,2.42
2499-AJYUA,0,1,1,1,0,72,1,110.8,7882.25,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,3.64
2501-XWWTZ,0,0,0,0,0,11,0,70.2,760.05,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.31
2504-DSHIH,0,0,1,1,0,23,0,86.8,1975.85,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,2.85
2506-CLAKW,1,1,0,0,0,6,1,98.15,567.45,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,3.22
2506-TNFCO,1,1,1,1,0,1,1,69.55,69.55,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.28
2507-QZPQS,0,0,0,0,0,15,0,95.7,1451.1,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,3.14
2509-TFPJU,0,0,0,1,0,72,0,25.75,1864.2,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.85
2511-ALLCS,0,1,0,1,1,35,0,24.3,821.6,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,0.8
2511-MORQY,0,0,0,1,1,50,0,54.9,2614.1,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,1.8
2514-GINMM,1,0,0,0,0,1,1,79.5,79.5,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,2.61
2516-VQRRV,1,1,1,0,0,2,1,75.45,158.4,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,2.48
2516-XSJKX,0,1,0,1,1,41,0,78.45,3126.45,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,2.58
2519-ERQOJ,0,0,1,0,0,33,1,54.6,1803.7,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,1.79
2519-FAKOD,1,0,0,0,1,38,1,99.25,3777.15,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,3.26
2519-LBNQL,0,0,1,1,0,60,1,104.35,6339.45,False,True,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False,3.43
2519-TWKFS,0,0,0,1,1,25,1,55.1,1466.1,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,1.81
2521-NPUZR,0,0,0,1,0,70,0,101.0,7085.5,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,True,False,False,3.32
2522-AHJXR,0,0,0,1,0,60,1,109.45,6572.85,False,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,False,3.6
2522-WLNSF,0,1,1,1,0,34,0,64.2,2106.3,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,True,False,True,False,False,False,2.11
2523-EWWZL,0,1,0,1,0,27,1,76.1,2093.4,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.5
2525-GVKQU,0,1,0,0,0,60,0,20.6,1093.0,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,0.68
2528-HFYZX,1,0,1,1,0,17,1,76.45,1233.4,False,True,True,False,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.51
2530-ENDWQ,1,1,0,1,0,71,1,93.7,6585.35,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,False,3.08
2530-FMFXO,0,0,0,1,1,56,1,103.2,5873.75,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,3.39
2533-QVMSK,1,0,0,1,0,61,1,94.1,5638.3,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,3.09
2533-TIBIX,0,0,0,1,1,15,1,30.2,469.65,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,0.99
2535-PBCGC,0,1,0,1,0,70,0,64.55,4504.9,True,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,2.12
2538-OIMXF,0,1,0,0,1,1,0,24.7,24.7,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,0.81
2541-YGPKE,0,0,0,1,1,42,0,63.7,2763.35,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,2.09
2542-HYGIQ,0,1,0,0,0,1,0,19.95,19.95,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,0.66
2545-EBUPK,0,1,1,0,0,2,1,84.05,186.05,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,2.76
2545-LXYVJ,0,0,0,1,0,72,0,20.7,1492.1,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,0.68
2546-KZAAT,0,0,0,1,0,52,1,75.4,3865.45,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,True,2.48
2550-AEVRU,0,1,0,1,1,57,0,53.45,3053.0,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,1.76
2550-QHZGP,0,0,0,0,0,7,0,19.5,128.6,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,0.64
2558-BUOZZ,0,0,0,0,0,47,0,94.8,4535.85,False,True,False,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,True,False,False,False,3.11
2560-PPCHE,0,1,0,0,0,65,1,105.05,6744.25,False,True,False,False,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,3.45
2560-QTSBS,0,1,0,1,1,72,1,23.3,1623.15,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0.77
2560-WBWXF,0,0,0,0,0,68,1,24.15,1498.85,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,0.79
2565-JSLRY,1,0,0,0,0,1,1,24.05,24.05,False,True,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.79
2568-BRGYX,1,0,0,0,0,4,1,70.2,237.95,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.31
2568-OIADY,1,1,0,1,0,37,1,99.5,3762.0,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.27
2569-WGERO,0,1,0,0,0,72,1,21.15,1419.4,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,True,False,False,False,0.69
2573-GYRUU,0,0,1,1,0,48,1,91.05,4370.75,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,2.99
2575-GFSOE,1,1,0,1,1,7,1,69.0,506.9,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.27
2576-HXMPA,0,1,0,0,0,1,0,19.55,19.55,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,True,False,False,0.64
2577-GVSIL,0,0,0,1,1,35,1,73.45,2661.1,False,True,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,False,False,2.41
2578-JQPHZ,0,0,0,0,0,44,0,100.1,4378.35,False,True,True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,3.29
2580-ASVVY,0,1,0,1,0,37,0,45.4,1593.1,True,False,False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,False,1.49
2580-ATZSQ,0,1,0,1,1,65,0,61.35,3874.1,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,2.02
2581-VKIRT,0,1,0,1,1,59,0,65.5,3801.3,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,2.15
2582-FFFZR,0,1,0,0,0,22,1,50.6,1073.3,True,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,1.66
2585-KTFRE,0,0,0,0,1,1,1,70.45,70.45,False,True,True,False,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,2.31
2586-CWXVV,0,0,0,1,0,54,0,30.4,1621.35,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,1.0
2587-EKXTS,0,0,0,0,0,44,1,111.5,4915.15,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.66
2587-YNLES,0,1,0,1,1,6,0,20.1,100.35,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,0.66
2589-AYCRP,0,1,0,0,0,50,0,19.75,989.05,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,0.65
2592-HODOV,0,0,0,0,0,13,0,19.3,259.65,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,0.63
2592-SEIFQ,1,0,0,0,0,3,0,24.75,66.95,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,0.81
2592-YKDIF,0,1,0,0,0,1,0,20.35,20.35,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,0.67
2595-KIWPV,0,0,0,0,1,27,0,19.7,509.3,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.65
2599-CIPQE,0,0,0,1,1,71,0,109.3,7782.85,False,True,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,True,False,False,3.59
2599-CZABP,0,0,0,1,0,14,0,44.6,641.25,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,1.47
2603-HVKCG,0,0,0,0,0,31,1,101.4,3143.65,False,True,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,False,3.33
2604-IJPDU,0,1,0,1,0,20,1,96.55,1901.65,False,True,True,False,False,False,True,False,False,False,True,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,3.17
2604-XVDAM,0,1,0,0,0,12,0,43.8,540.95,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,1.44
2606-PKWJB,0,0,0,0,1,40,0,40.25,1564.05,True,False,False,True,False,True,False,False,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,True,1.32
2606-RMDHZ,1,0,0,0,0,6,1,30.5,208.7,True,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,1.0
2607-DHDAK,0,0,0,1,1,72,1,19.8,1414.65,False,True,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,0.65
2607-FBDFF,0,0,0,0,0,1,0,49.0,49.0,False,True,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,False,1.61
2608-BHKFN,1,1,0,0,0,4,1,70.05,266.9,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,2.3
2609-IAICY,1,1,0,0,0,1,1,77.15,77.15,False,True,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,False,2.53
2612-PHGOX,0,0,0,1,0,64,1,76.1,4818.8,False,True,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,False,True,False,False,True,True,False,False,False,False,True,True,False,False,False,2.5
2612-RANWT,1,1,0,0,0,12,1,100.15,1164.3,False,True,False,False,True,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,3.29
2612-RRIDN,1,0,0,0,0,4,1,81.0,340.85,False,True,True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,2.66
